ID,Tweet,Location
1582003115523735552-, nonostante faccia comunque male perché ha paura di tutto ci sono tanti perché ma ti posso assicurare che non passo un giorno senza pensare a come potrebbe essere la mia vita se effettivamente facessi quel minimo cambiamento quella minima mossa che non riesco a fare e odio,None
1581997819631927296-,"  Per giustificare il mio odio verso Renzi basta citare il Jobs Act non serve specificare mille diversi motivi 
Per il resto hai detto una cagata Come se non potessi criticare il governo se la mia aspirazione nella vita non fosse quella di fare carriera politica",None
1581961646678810624-,"Con il istj è okay tutti e due siamo perfezionisti
È con il infp che avevo paura di provare a parlarci è stato lui a parlarmi per primo e gli ho detto che la maglietta faceva schifo e si è messo a piangere
Odio la mia vita",None
1581936797135024129-,Odio la mia vita,None
1581868584091156480-,taylor swift sei una pazza tu pagherai per tutto questo ti odio sei la mia vita sei tutto per me ti amo,None
1581744996260028416-,Il più bel tweet letto in vita mia una perla in mezzo ad un mare di odio e offese Grazie Paola spengo la luce e tengo con me le tue splendide parole viva lItalia fatta di persone belle come te ,None
1581726416416407553-,non sono pronta ad affrontare unaltra settimana di scuola sono stanca di tutto non so fare nulla ho lansia non riesco a studiare nemmeno ci provomi sento perennemente in colpa su tutto mi mancano harry e louis mi mancano i miei genitori insieme odio la mia vita stase,None
1581725585088602112-, Coltivo lodio per lazione come un  fiore  di  serra  Mi compiaccio con me stesso  della mia dissidenza con la vita F Pessoa,None
1581725345308606464-,"  1 Io sono vaccinato ma sono intellettualmente onesto tu non sai nemmeno che cazzo significa e difendo i diritti e le libertà di chi non ha fatto la mia scelta

2 Sei una persone piena di frustrazioni probabilmente per una vita triste e riversi il tuo disagio nellodio",None
1581724882701717504-,Tutto lodio che sta ricevendo il federtennis poesia per le mie orecchie sei la mia vita Andreas guarda,None
1581714716589596672-,"ho 20 cazzo di anni e mi sento di doverne avere 40 in questa situazione e perché perché i miei genitori sono immigrati
ma vaffanculo
io odio tutto questo e in questo esatto momento odio la mia vita",None
1581699300882452481-,io odio gli spoiler con tutta la mia vita ma la maggior parte li scopro da sola senza volerlo,None
1581643342596624384-,Io non posso vivere sapendo che jin non sarà mai il mio fidanzato non mi va bene non ha senso la mia vita odio tutto,None
1581635515518169088-,mio dio oggi ti odio ma sei sempre più bravosei la mia vita,None
1581624749095931904-,Mi fa troppo ridere la mia TL divisa in wax ti odio sparisci dalla mia vita e wax ti amo sei tutto il mio mondo sposiamoci,None
1581586152762396673-, non ho parenti mia zia è morta questa estate ed era lunica partente stretta ancora in vita ho una zia a modena ma la odio sorella di papà e non è proprio in buoni rapporti con lui quindi lei no zia non si è mai sposata e quando si è ammalata il suo compagno lha lasciata,None
1581574005773176832-,il modo in cui odio la mia vita e se non mi ammazzo è solo perché non ho il coraggio,None
1581557046503096320-,buongiorno non ho dormito un cazzo e mi sono svegliata con unansia di vivere immensa odio la mia vita,None
1581462999482896384-,Odio sempre di più la mia vita,None
1581397256506179585-, uso lui come reaction e poi è il primo ad esserne innamorato la mia vita è un disastro vi odio,None
1581392704180609025-,odio la mia vita,None
1581376447763345408-, Per questo mi odio perché vorrei fare tante cose nella vita e diventare qualcuno ma non ci riesco perché la mia ansia mi bloccaperò allo stesso tempo non voglio farlo notare agli altri e lo nascondo e mi rinchiudo in me stessa e faccio vedere una parte di me che piace agli altri,None
1581339096156250112-, Non ho mai visto in vita mia tanta cattiveria come quella di questa attuale sinistra che sia la sinistra Italiana o di Berlino quella di Biden sono loro i nazisti sul campo la loro ideologia insatanata piena di odio ,None
1581330522034171906-,marò come la odio col cazzo che la prossima volta scendo in orario porcodio farò ritardo per il resto della mia vita,None
1581263772349759489-,È quel periodo dellanno in cui il mondo del cinema mi fa schifo lo odio vorrei non vedere mai più film in tutta la mia vita E questanno ha coinciso con la festa del cinema ,None
1581246252456431616-,ogni volta che s felice mia sorella mi deve far ricordare il suo odio represso su di me per il semplice fatto che sono nata grazie per rovinarmi la vita Già era da poco che ero un po felice dopo tanto tempo di tristezza che non riuscivo a sorridere lei è solo contenta tanto,None
1581238017578405888-, No è diverso La mia vita non è  dedicata allodio Mi fanno pena e a volte ribrezzo Loro invece sono forgiati così in modo indiscriminato Agiscono solo contro mai per ,None
1581229249390063618-,Purtroppo questuomo è la mia nemesi per la vita e nonostante tante cose le abbia superate grazie al percorso con la psicologa lui rimarrà sempre una delle persone che più odio al mondo,None
1581044687766683648-,"generazione Già so che per questo nessuno pagherà abbastanza già so che nessuno sarà mai considerato responsabile di questo 
Non importa il mio odio e il mio disprezzo li accompagnerà per il resto della loro vita
Avrò la mia vendetta in questa vita o nellaltra gtgt",None
1581031629958832128-,Io mi voglio fare del male odio la mia vita ,None
1581023657522257921-,"io mi sento come il senno di Orlando
odio la mia vita",None
1581016539511558145-,"Mo sto perdendo questo odio la mia vita sociale
 ",None
1580974538808262656-," Odio quando commentano rododendro
Dammi un parere costruttivo
Oppure quelli che ti raccontano la vita ho regalato questo vestito a mia cugina di secondi grado per la sua festa di laurea blablabla le è piaciuto",None
1580957572831379463-,  No ti giuro una delle persone che odio di più in vita mia La cosa che non mi passa sono i soldi che fa con ste cacate,None
1580944875331063809-, CHIARA STO PIANGENDO TU SEI LA MIA VITA giuro che non ti odio davvero,None
1580933994018791425-,mia madre mi ha incastrata nellaiutarla a fare in bonifico io odio la mia vita,None
1580843681724379136-,fanculo è un concerto gratuito e non posso manco vederlo odio la mia vita ,None
1580841553035395072-,Harry styles io ti odio che per i tuoi cavolo di biglietti ho pagato con la mia vita ma perché non prendi esempio,None
1580656586993074177-,odio la mia vita le persone odio me stessa odio tutto,None
1580639482226696193-,penso di essermi sentita poche volte completamente sola come in questo periodo e la gente che mi circonda non fa che peggiorare la situazione con i loro comportamentiper non parlare poi di mio padre che continua a farmi sentire come una fallita costantemente odio la mia vita,None
1580620141783834624-,ma sto ragazzo mai stato cesso comunque odio la mia vita ,None
1580596886519414789-, Non ricordo mai di aver visto un tale ODIO negli occhi e nei comportamenti di tanta gente in vita mia e me ne frego  ora se sono stati lavati di  Avrò la mia vendetta in questa vita o nellaltra  ma davvero,None
1580575450065440768-, ODIO GLI OBBLIGHI ED È ESATTAMENTE PER QUESTO CHE CAMPO GRAZIE A PIATTAFORME POSSEDUTE DA GIGANTESCHE CORPORATION CHE MI OBBLIGANO A PUBBLICARE ALMENO 10 STORIES AL GIORNO PERCHÉ SE NO NON ESISTEREI E DAI ANCHE TRE POST A SETTIMANA E LA MIA VITA È OBBLIGATORIAMENTE PUBBLICATA LÌ,None
1580537463202021376-,"Conosci così tante cose su di me e la mia vita che io non considero fondamentali 

Il mio branco è la mia famiglia

Lei è arrogante per quanto è stupido 

Frasi dal film 
MISSISSIPPI BURNING LE RADICI DELLODIO 

Quaggiù dicono che i serpenti a sonagli non si suicidano  ",None
1580501674866913281-,Ho provato a organizzare un sushi con Luca e i miei amici ed entro un mese non è fattibile io odio la mia vita,None
1580498523371450369-, lo so ma odio che la gente della mia età pensi solo al sesso  cioè che bisogno avete di farlo a 16 anni con una persona a caso Per me deve essere speciale,None
1580451208984043520-,rimpiangendo di essere venuta al mondo piove odio la mia vita etc,None
1580437074809065474-,Odio la mia vita veramente tanto,None
1580433169936896000-,  Io delle loro scuse me ne frego Chi mi ridà i soldi dei tamponi e la vita dinferno x organizzare tutta la mia famiglia x mesi e mesi e la sospensione e lodio dei miei amici e il danno psicologo,None
1580345450074607616-,lodio viscerale di carolina per charlie letteralmente la mia linfa vitale il mio elisir di lunga vita,None
1580342767657500673-,      Vi odio tutti siete la mia sfaccimma di vita,None
1580334167946309635-,   Innanzitutto incitazione allodio è un accusa importante perciò parli al singolare e mi trovi le prove in cui la mia persona ha incitato allodio contro Demet altrimenti si prende una bella denuncia per diffamazione A me della vita privata di Can non è mai interessato nulla,None
1580298114518646785-,Odio la mia vita,None
1580288097526640640-,ora mi prende di sopra dicendo che lei è cambiata per me mi rinfaccia che è cambiata per me odio così tanto la mia vita,None
1580280608856543232-,ormai odio la mia vita ho cercato di romanticizzarla ma è inutile,None
1580271784552632321-,mio dio mi sto cagando sotto odio la mia vita,None
1580252736863731712-,il mental break down su queste foto maledizione odio la mia vita ,None
1580243856750415872-, sei la mia vita ti odio,None
1580215579696250880-,io sto studiando e non posso guardarlo fare i fiori di lego odio la mia vita,None
1580183357467820032-,"A volte sale limpulso del twit di sfogo che condividerei solo con la mia cerchia poi penso
Chi mi dà il diritto di selezionare un gruppo di persone che senza il loro consenso si ritrovano in TL le mie lamentele e il mio odio per la vita",None
1580100025987629056-,Non mi passa Cani malati figli di due cugini di primo grado A sminare la Crimea col buco del culo Vi odio più della mia vita ,None
1579987939068907521-,Odio la mia vita,None
1579936287955746817-,odio linfluenza odio la mia vita odio tutti odio vivere odio il fatto che io esista odio qualunque cosa mia circonda basya,None
1579921058291126272-," ti odio des
è ardua scelta ma scelgo mile perché è la mia vita non ci posso fare niente per quanto sto iniziando ad amare khao con mile ho un legame che considero più profondo",None
1579859751508537350-,"Pessimista nellosso ma cambio o ti faccio un torto
Che ti amo lo leggi in volto ed è chiaro tutto il contrario
Quando ti urlo che ti odio e non ti sopporto
Forse in fondo non ti merito e basta
Forse in fondo la mia vita è una farsa
Il campione mondiale nel mettermi in dubbio",None
1579842688832372736-," albertone sei la persona più bella sulla faccia della terra grazie di esistere perché da quando sei nella mia vita è tutto molto  bello spero di riabbracciarti presto 
mo basta mi cringia essere così dolce ti odio alberto
",None
1579793908066025473-,  Più vi odio più mi state vicini questa è la mia vita,None
1579777257752899585-," Io odio la stragrande maggioranza dei profumi in commercio hanno un odore vomitevole
Lunico che ho usato in vita mia e che non mi da fastidio che non è nemmeno profumo ma eau de toilette è questo ",None
1579771932178001921-, Questa la odio sarà la mia unpopular opinion della vita,None
1579704706846580738-, Alberto allontana queste però dalla tua vita ti farsi solo del male io non ti odio ricevi il mio amore  e la mia luce ,None
1579698132883230720-,buongiorno mi manca han voglio morire perché oggi torno a scuola mi fa ancor male tutto odio la mia vita ho tre verifiche tra mercoledì e giovedì odio i miei professori amen,None
1579605484025573376-,  Se mi trovassi di fronte certi pacifinti figli di Putin che twittano bestialità penso che per la prima volta in vita mia potrei diventare fisicamente violento Nemmeno per i novax avevo provato tanto odio,None
1579568288774115329-,"PACE AMORE E GOIA INFINITAAAAA
ho questa canzone in testa anche se la mia vita fa schifo io mi odio e voglio morire",None
1579448973882175490-,Non è vero che ti odio amore mio sei tutta la mia vita non posso vivere senza di te angelo luce dei miei occhi ,None
1579446049051398145-,diopo oggi è uscito bleach devo silenziare tutto perché non sono ancora in pari odio la mia vita,None
1579389750662017024-,non ci credo che mi sto perdendo la lezione e la presenza per colpa del traffico ma io odio la mia vita,None
1579361807281815553-,Odio i film horror perché la mia vita fa più paura,None
1579351858510172160-,ovviamente riprendono le lezioni ed il tempo è orrendo infatti sta piovendo sempre quando io sono costretta a spostarmi a piedi e con i mezzi ah odio la mia vita,None
1579209802407768064-,io odio la mia vita ,None
1582141181236236290-,"posso dire di essere stanco
di cose che non si stanno risolvendo di scelte che non mi appartengono più di scelte da fare per essere coerenti di felicità che sembrava dipinta bene ma era solo una crosta a poco prezzo
poi domani mi alzerò e si continuerá però anche uffa",None
1581988900780007425-, no era stanco di essere solo tommimo per zorzi,None
1581978733644111872-,molto stanco di essere circondato di boni solo su ig,None
1581786221646614528-, stanco di questa generazione che finge di essere moralista per farsi una scopata di nascosto solo per mantenere integra la loro stupida reputazione di finti perbenisti,None
1581682610123984896-, dembele alla minima difficoltà cerca di fare tutto da solo e ha smesso di trovarsi con raphinha che vedo sempre più in confusione eric era andato benissimo ma oggi ha fatto una disasterclass assurda busi sarà anche stanco ma ha smesso di essere leader pedri era esausto ,None
1581099747800416256-,"domani sera sarà ancora diversa
sarà ancora in strada
kerouac senza libri ma solo con droga alcol e puttane
così sono e sono stanco di pensare a essere ricordato diversamente",None
1580538929144479744-,prima state fino alle 2 di notte a parlare di qualsiasi cosa vi passi per la mente e poi tutto si riduce ad un misero va bene capitosolo io non mi stanco mai delle persone e continuo ad essere quella che hanno conosciuto prendendola sempre in quel posto,None
1580254145742704640-,"oggi ottino si è scontrato con uno dei suoi acerrimi nemici e mi sembra di essere tornata a novembre 2021 situazione simile
il mio amore ha un appuntamento annuale con il collare
ps sta bene è solo stanco e abbacchiato ",None
1580075514811019264-,cé di peggio dietro a putin sembra esserci una classe dirigente ancora più disumana nulla che faccia intravedere una possibile via di dialogo rimane solo il popolo russo che come in iran potrebbe essere stanco di vivere un una inaccettabile autarchia,None
1579969145298628608-,hai appena finito di lavorare sei stanco e vorresti solo dormire ma il tuo essere notturno non aiuta rimedi ,None
1579823376935575552-, noooo e perché dovrebbe essere così se sei stanco di twitter abbandonalo che timporta degli hashtag fuori cè la vita vera e non è fatta solo di attrezzi da aggiustare ma di amore da dare e da ricevere basta un cane o un gatto per essere felici,None
1579227693396414465-, nulla penso di essere solo stanco,None
1578646361817329664-,  potevano essere votati anche ore ma non è successo significa che il popolo è stanco di loro che non sanno governare ma solo affamaresiete riusciti a  cancellare i primi 3 articoli della costituzione con la scusante covid bravi evviva la democrazia,None
1578277888549261314-, vorrei dire vabbè è pistocchi ma sono stanco di giustificare le uscite solo perché detti da persone note per il loro essere discutibili,None
1578091918860353554-," io credo semplicemente che una questione tecnica molto complessa non può essere affrontata di pancia o con ricette populiste tutto qui
e lostilità alla fornero non è di certo data da motivazioni tecniche ma solo per raccattare due voti in più da chi giustamente è stanco",None
1577391795780128794-, grandi giusto si è stancato il bursin e a tutte le ragioni e single ok e la sua vita privata e appartiene solo a lui comincia a essere stanco di tutte ste maldicenze cattiverie e arrivata lora di lasciarlo in pace ,None
1576947837937815552-, non è proprio cosi  io so amare ma in 9 anni ho conosciuto solo persone che hanno forse paura di conoscere e innamorarsi  e inizio a essere stanco,None
1576934741814964224-,fammi respirare solo per questa volta sono stanco di essere il tuo burattino fanculo,None
1576570842502205442-,capita solo a me di essere così stanco che mi viene da piangere,None
1576554908819419137-,   sì ma ha solo confermato che voleva baciarla adesso deve fare la cosa bella visto che dopo la verità sul bambino sarà stanco di fare la cosa giusta deve dire tutto e lei deve essere sveglia,None
1576517856723812357-,  no purtroppo anche lunedì sera avevo fatto unoretta di ginnastica per dire mi sentivo bene il giorno dopo pensavo di essere solo un po più stanco del solito invece,None
1576318931526000642-," la storia dice che è il mondo ad essere stanco della russia 
dal 1917 al 2022 solo sangue e imperialismo 
la domanda è  ma becchi non si stanca mai di scrivere baggianate",None
1575812915856564225-, ma ancora che parli di strategia comune europeaancora che elemosiniamo e stiamo dietro a chi pensa solo ai fatti suoima fai serio e basta su il popolo è stanco di essere preso in giro basta credere in un europa che non fa altro che prendere decisioni suicida,None
1575498132833464321-, è la cosa che più da fastidio sono stanco di farmi dire come mi devo comportare e cosa non dire amo le persone e le diversità ma odio essere tacciato come poco sensibile solo per idee diverse si sta creando una situazione insostenibile di ogni erba un fasciominuscolo ,None
1575483810992754689-, due uomini persi quello solo davanti al bicchiere è un uomo che sa di essere solo laltro racconta alla donna probabilmente una prostituta che ascolta comprensiva  i suoi problemi familiari  il barista li guarda stanco voglioso di tornare a casa dove lo aspetta una famiglia,None
1575331869859651587-,"sono stanco di essere forte
sono stanco di essere solo",None
1575249670191910926-,sono stanco di essere lamico usato solo cone psicologo se ha bisogno di me per parlare sono la luce dei suoi occhi altrimenti si scorda che esisto,None
1575169741232418816-,    sono solo molto stanco di essere completamente da solo molto stanco,None
1575078803873107968-," allora non hai capito il mio tweetnon sei stanco di essere considerato un nullafacente che vive di rdc solo perché sei del sud
conte è un ciarlatano doveva parlare di lavoro  ma era più comodo offrire soldi a chi ha problemi economici",None
1575070003593768964-,sono annoiato e stanco di essere da solo,None
1574885647835439113-,"stanco stanchissimo di essere preso per il culo per lennesima volta
ma perché non ti puoi fidare di nessuno perché esiste solo linteresse per sé stessi
non ce la faccio più giuro ",None
1574648389920169984-,"pensieri
sono stanco di essere un ragazzo usa e getta perché alla fine la mia psiche mi porta a ricercare altrettante attenzioni usa e getta virtuali e puntualmente finisco per consumarmi da solo nella camera da letto facendo anche tardi raramente perché mi abbiocco ",None
1574465098667921408-, perché la sinistra non esiste più e sono stanco di essere preso in giro hanno pensato solo alle poltrone e per conservarle hanno strizzato locchio per troppi anni ad un corpo sociale che alla prima occasione li ha traditi,None
1574395756420669441-, la verità è che draghi non sopportava più il peso dei problemi di questo paese che grazie a voi stava andando alla rovina per questo ha deciso di mollare tutto e tutti perché stanco di essere circondato da politici incapaci bravi solo a girarsi i pollici,None
1574393369819844609-, chi lascia fare non è che si accontenta chi lascia fare ormai è gente come me arrivati ad essere ma certa età hai lottato gridato scalcinato ma non è servito a nulla lasci stare perché sei stanco di vedere che ormai sei rimasto solo a credere che il mondo possa cambiare,None
1574344786529632256-,sinceramente sono solo stanco di essere una cazzo di valvola di sfogo,None
1574283425909014528-," certo che si può dire
ma continuo a non essere daccordo son stanco di minestroni tanto per far seggi e poi solo casino e programmi inesistenti
il governo della destra farà casino su ci sta e dovremo farci i conti nel caso e che 5s non si alleino con fdi manco garantito",None
1572997728258625537-," allora visto che me lo chiedi io mangio 
caffè latte con molto caffè 65 latte e 35 caffè per essere precisi 
biscotti solo e solamente le gocciole 9 o 10 o comunque finché non mi stanco di inzuppare",None
1572700003650473985-,"lui sta bene è stanco ma è felice però sta bene 
io posso solo piangere per lui ed essere fiera di ogni cosa che fa 
ora stremmiamo titanium e facciamola arrivare a 200k per il nostro principino e il suo ritorno a casa  ",None
1571824980605960193-,me li date i miei anemo boys sn stanco di essere da solo,None
1571614031349436416-,  ma certo sul fatto che il centrocampo debba essere gini matic non ci sono dubbi è solo che per me cristante non è nulla di che anzi magari dalla panchina per sostituire un matic stanco nel secondo tempo potrebbe starci ma ho dei dubbi anche su questo,None
1571597096133820420-,sono stanco mi sono allenato stamattina aspettavo sta partita come se potesse essere un inversione di rotta ma prenderlo nel culo pure col monza onestamente mi sembra troppo delusione totale aspetto solo lesonero al più presto non so quando ma aspetto,None
1571543309130022913-,perché solo perché lino sei stanco di essere tu il meme vivente del gruppo ,None
1571532279318515712-,cambiano gli allenatori ma ogni volta che perde linter sento dire manca la determinazione dobbiamo lavorare di più dobbiamo essere più cattivi zero analisi tattiche solo cagate del genere sarei anche stanco di sentire le stesse dichiarazioni,None
1582217435402600448-,"sembra che la compagnia stia per morire
",None
1582217415530020865-,io lo so che esiste deve esistere per forza voglio vederlo e morire felice grazie ,None
1582217333195825152-, creo que moriré sin intentarlo ,None
1582216061553762306-,para mi amor jin moriré lentamente no hay más  ,None
1582215748256403456-,porfavor yo no pedí nacer con esta luna aries señor apiádate de mi morire pronto,None
1582215618304311302-,"hanno fretta di ammazzarli devono morire prima del 2023 probabilmente e ancora non abbiamo un governo chiudete il sciopatico 
",None
1582215217945055232-,i politici devono morire tutti dai unocchiata al video di محمد الفيصل اعلامي سوري جديد  ,None
1582214890575450112-,"así es como y cuándo moriré 

 ",None
1582214506599809024-," merezco ganarlos porque 

si no voy me moriré de aburrimiento ese fin de semana

 áximavelocidad",None
1582214379101356032-,moriré llevando rojo el corazón   ,None
1582214364785844224-,moriré de anemia o de depresión,None
1582214197978419202-, dios sii es mi última obsesión  necesito a alguien para hablar de enstars o moriré,None
1582213507461758983-,"así es como y cuándo moriré 

 ",None
1582213438134419458-,después de lo del viernes pensé que iba a estar re mal pero mirá no me morí ni me moriré por eso,None
1582213407117578240-,no encuentro ly lindo amp moriré,None
1582213346316922881-, mija tu te lo sabes todo mira la hora que es y yo solo me se coulomb y solo me queda un día moriré,None
1582213193467719680-,"así es como y cuándo moriré 

 ",None
1582213129538195456-,"me moriré de ganas de decirte
que te voy a echar de menos
las palabras se me apartan
me vacían las entrañas
finjo que no sé que no he sabido
finjo que no me gusta estar contigo
y al perderme entre mis dedos
te recuerdo sin esfuerzo 

18octubre 19 ",None
1582212634665181185-, si no olvido moriré,None
1582212626439774210-,yo creo que un día moriré atorado por saliva literalmente me atoro como 20 veces al día,None
1582212565295575041-,   esa va a ganar jajajajajajaja jajajaja jajajaja jajajaja jajajaja jajajaja jajajaja jajajaja jajajaja jajajaja jajajaja jajajaja jajajaja jajajaja me moriré de risa de todas ustedes ojalá suceda ,None
1582212558626631680-, me moriré de hambre igualmente pero al menos lo haré sabiendo que mi moneda vale más ,None
1582212237388718080-, a mí comer nunca me ha dado culpa  gorda nací gorda morire,None
1582212195399569408-,de ser asi moriré feliz a base de sobredosis de hamburgas ,None
1582212125388591104-,  no moriré pero a mi nadie me pela,None
1582211868973830144-,"así es como y cuándo moriré 

 ",None
1582211787553787904-,te amo gintakazura vivo por ti moriré por ti,None
1582211524277379073-, moriré con honor ,None
1582211492337790976-,ajajajaja nunca tan yo me voy a morir pero moriré feliz  ,None
1582211302709002241-,      moriré sosteniendo que nos seguís engrandeciendo seguí festejando esa copa se quedaron muy atrás che boca murió en madrid pero sigue compitiendo nacionalmente al menos riber en cambio,None
1582210935946883077-, hahahah mi fa morire ,None
1582210309694976000-,ho visto la faccia di una formica nel mio tl voglio morire,None
1582210182016212992-,nací x mi madre morire por el uvita y la cumbiancha,None
1582210024176091136-,me duele el pecho ojalá sea señal de q moriré,None
1582209975996547074-,spacing till this time wow welldone morire,None
1582209953561186304-,adesso in onda gianni bella  non si puc3b2 morire dentro ,None
1582209848640303104-,nací x madre y moriré x su culo,None
1582209820895027200-,sabiendo que tus besos matan moriré de amor,None
1582209568720883712-,yo amo preguntar esas weas gente moriré sin culiar ,None
1582209209680424961-,moriré si me buscan encuentrenme en mi música favorita,None
1582208989219082240-, praticamente io avevo il pv che le ha fottuto la moglie e un altro ma non lo sapeva nellaltro eravamo migliori amiche e mi sparlava da morire poi mi ha raccontato di te mi senyo male,None
1582208864836952064-,un día de estos moriré por un coma de cafeína,None
1582208801448824832-,moriré y vivire por las oreos y las naranjas,None
1582208651728592896-,terminé la serie moriré q miro ahora ahre q tengo 20 libros sin leer en la biblioteca 45 deberes y no menos importante se vienen los parciales,None
1582208597148291077-,me moriré de viejo y no acabaré de comprender al animal bípedo que llaman hombre cada individuo es una variedad de su especie cervantes,None
1582208496954535936-, mátame me moriré feliz,None
1582208485567389698-, ahhhme moriré risa,None
1582208392461950976-,"así es como y cuándo moriré 

 ",None
1582208086424506368-,"me moriré de ganas de decirte
que te voy a hechar de menos",None
1582207489806053376-, uy no nunca osea que me mintió  ok moriré con ello ,None
1582206956248260611-,"así es como y cuándo moriré 

 ",None
1582206933779435521-, es día ke se vaya moriré,None
1582206786660368384-,moriré sin ver al rey de reyes dari yanki,None
1582206635828969472-,  no entonces a mí me fue jakajak nunca moriré y mi mujer nunca me perdono jakajak,None
1582206612319612928-,q dolor de cabeza moriré,None
1582206353157677056-,"me paso algo que no me pasaba hace mucho tiempo me desperté con miedo pensando que un día moriré

y no se si duela o que pase

es terrible la sensación",None
1582205430113001472-,    yo estoy sano sabes por qué si ese ser imaginario no existe moriré y listo pero si en realidad existe cuando tu mueras no morirás feliz tranquilo sigue creyendo que la tierra es plana,None
1582205021445189633-,me morire d colicos que,None
1582204893162803200-,no es cierto una vez sirvió pa tomarle foto a lo que moriré creyendo que era un cuervo pero no se veía tan claro en la foto,None
1582204883553648643-,"now playing morire by mike abdul 
listen live here ",None
1582204698391891970-, a mi me lo hizo alguno de mis hijos la compré a 2 años me duró 6 meses  y moriré sin saber cual de ellos fué,None
1582204498121961474-, que lindo que es me muero gen moriré de ternura,None
1582204467247984640-, comunque ste cose così allimprovviso ci fai morire ma non vedo lora ,None
1582204453658054658-,algún día me sacaran de contexto y morire en la funa mientras eso no pase mamen pito,None
1582204363463794689-,amooo comer moriré gorda,None
1582204228235587584-,ya casi 9 años nunca me han faltado pretendientes pero no me interesan a este paso sospecho que moriré soltera y no es queja ,None
1582204206299025408-,escucho un pitido moriré,None
1582204081266782209-,"me duele la cabeza desde las 5 pm
creo que morire",None
1582203674570686464-,necesito jugar overwatch con mis amigos o moriré,None
1582203629930393600-,"así es como y cuándo moriré 

 ",None
1582203565661048832-, estabien perdono pero no olvido el cafe me dio la vida y morire por el sies necesario,None
1582203430566645761-,"así es como y cuándo moriré 

 ",None
1582203297439440897-,entonces moriré ganar ganar ,None
1582203248580399104-, intentalo nunca morire,None
1582203147170172928-,nací por mi madre moriré por boca juniors el único grande,None
1582203117503885313-,naci por mi madre y morire por los realitys,None
1582202998188408832-,fuí al médico obvio q no  o me curo solo o moriré ,None
1582202900268580866-,que gane el alfa o moriré,None
1582202728230449153-, nací por mi madre moriré por el chisme,None
1582202442485182464-,  descargalo en steam o morire por favor es mi sueño,None
1582202188851720192-,será que moriré de presión alta,None
1582202121163706368-,me comí unos camarones echados a perder creo que moriré,None
1582202081200701441-,si tu amor no es de mí corazón pienso que este será mi final moriré con aquella ilusión de llevarte a mi mundo a soñarrrrr,None
1582202069514997762-,morire aplastado mis albumes de exo y nct ,None
1582201886106472448-,"así es como y cuándo moriré 

 ",None
1582201867203149825-,en resumidas cuentas los dos se gustan y ya solo queria decir que eso nunca me va a pasar y saben porque por estar viendo anime y twittear todo en fin morire solo,None
1582201512608108544-,"así es como y cuándo moriré 

 ",None
1582201498347372544-,"así es como y cuándo moriré 

 ",None
1582201369850675200-,"así es como y cuándo moriré 

 ",None
1582200435460358144-,creo que necesito un juego competitivo o moriré pronto,None
1582200374886158336-,"mi fa morire la regia che inquadra
edo e anto e censura 
daniele e elenoire e censura
 ",None
1582200346406899712-,yo me moriré esperando verlas ,None
1582200215292891136-,oddio alberto e giaele mi fanno morirecome si perculano,None
1582199717617840130-,dulce o morire,None
1582199297239457792-,por qué me siento así ayuda literalmente nuncs tengo bajones de este tipo moriré,None
1582199126569422848-,"la canción se llama aurora  esto es mucho por digerir de verdad siento que la canción me va a hacer llorar tanto que moriré

kim seokjin is coming
jin x coldplay is coming
 방탄소년단진      ",None
